,minimum,maximum
EX_sbt__D_e,0.0,0.0
EX_inost_e,0.0,0.0
EX_ins_e,0.0,0.0
DM_5drib_c,0.00023218251302535329,0.00023218251302535329
EX_isetac_e,0.0,0.0
EX_k_e,-0.20142400562203477,-0.2014240056220346
EX_kdo2lipid4_e,0.0,2.824129818890242e-15
EX_sel_e,0.0,0.0
EX_ser__D_e,0.0,0.0
EX_ser__L_e,0.0,2.281647093482775e-13
EX_skm_e,0.0,0.0
EX_lac__D_e,0.0,0.0
DM_aacald_c,0.0,0.0
EX_lac__L_e,0.0,0.0
EX_lcts_e,0.0,0.0
EX_leu__L_e,0.0,0.0
EX_lipa_e,0.0,0.0
EX_lipa_cold_e,0.0,0.0
EX_lipoate_e,0.0,0.0
EX_lys__L_e,0.0,0.0
EX_slnt_e,0.0,0.0
EX_so2_e,0.0,0.0
EX_so3_e,0.0,0.0
EX_so4_e,-0.2602611182672888,-0.2602611182672188
EX_spmd_e,0.0,0.0
EX_succ_e,0.0,0.0
EX_sucr_e,0.0,0.0
EX_sulfac_e,0.0,0.0
EX_tartr__D_e,0.0,0.0
EX_lyx__L_e,0.0,0.0
EX_mal__D_e,0.0,0.0
EX_mal__L_e,0.0,0.0
EX_malt_e,0.0,0.0
EX_tartr__L_e,0.0,0.0
DM_amob_c,2.0638445602253623e-06,2.0638445602253623e-06
EX_taur_e,0.0,0.0
EX_tcynt_e,0.0,0.0
EX_thm_e,0.0,0.0
EX_thr__L_e,0.0,0.0
EX_malthx_e,0.0,0.0
EX_maltpt_e,0.0,0.0
EX_malttr_e,0.0,0.0
EX_maltttr_e,0.0,0.0
EX_thrp_e,0.0,0.0
EX_man_e,0.0,0.0
DM_mththf_c,0.0004623011814904207,0.0004623011814904876
EX_man6p_e,0.0,0.0
EX_manglyc_e,0.0,0.0
EX_thym_e,0.0,0.0
EX_thymd_e,0.0,0.0
EX_tma_e,0.0,0.0
EX_tmao_e,0.0,0.0
EX_melib_e,0.0,0.0
EX_meoh_e,2.063844560168393e-06,2.0638445602253623e-06
EX_met__D_e,0.0,0.0
EX_met__L_e,0.0,0.0
EX_metsox_R__L_e,0.0,0.0
EX_tre_e,0.0,0.0
EX_trp__L_e,-1.0,-0.9999999999999067
EX_metsox_S__L_e,0.0,0.0
DM_oxam_c,0.0,0.0
EX_mg2_e,-0.00895192577997751,-0.00895192577997751
EX_mincyc_e,0.0,0.0
EX_minohp_e,0.0,0.0
EX_tsul_e,0.0,0.0
EX_ttdca_e,0.0,0.0
EX_ttdcea_e,0.0,0.0
EX_ttrcyc_e,0.0,0.0
EX_mmet_e,0.0,0.0
EX_mn2_e,-0.0007130582955578627,-0.0007130582955578627
BIOMASS_Ec_iJO1366_WT_53p95M,0.0,0.0
EX_mnl_e,0.0,0.0
EX_mobd_e,-0.00013311797413453587,-0.00013311797413453587
EX_tungs_e,0.0,0.0
EX_tym_e,0.0,0.0
EX_tyr__L_e,0.0,0.0
EX_mso3_e,0.0,0.0
EX_tyrp_e,0.0,0.0
EX_n2o_e,0.0,0.0
BIOMASS_Ec_iJO1366_core_53p95M,1.0319222801126813,1.0319222801126822
EX_na1_e,0.0,0.0
EX_nac_e,0.0,0.0
EX_uacgam_e,0.0,0.0
EX_udpacgal_e,0.0,0.0
EX_udpg_e,0.0,0.0
EX_nh4_e,-10.086953371007644,-10.086953371007267
EX_udpgal_e,0.0,0.0
EX_ni2_e,-0.00033331089647639607,-0.00033331089647639607
EX_udpglcur_e,0.0,0.0
EX_12ppd__R_e,0.0,1.545430450278218e-13
EX_ump_e,0.0,0.0
EX_ura_e,0.0,0.0
EX_urea_e,0.0,2.041700142285663e-13
EX_nmn_e,0.0,0.0
EX_no_e,0.0,0.0
EX_no2_e,0.0,0.0
EX_no3_e,0.0,0.0
EX_novbcn_e,0.0,0.0
EX_o16a4colipa_e,0.0,0.0
EX_o2_e,-268.4630053764493,-18.4671488023834
EX_uri_e,0.0,0.0
EX_val__L_e,0.0,0.0
EX_xan_e,0.0,1.0869083411080283e-13
EX_o2s_e,0.0,0.0
EX_ocdca_e,0.0,0.0
EX_xmp_e,0.0,0.0
EX_xtsn_e,0.0,0.0
EX_ocdcea_e,0.0,0.0
EX_12ppd__S_e,0.0,0.0
EX_octa_e,0.0,0.0
EX_orn_e,0.0,0.0
EX_orot_e,0.0,0.0
EX_xyl__D_e,0.0,0.0
EX_xylu__L_e,0.0,0.0
EX_zn2_e,-0.0003518854975184243,-0.0003518854975184243
12DGR120tipp,0.0,1.0729195309977513e-12
EX_pacald_e,0.0,0.0
EX_peamn_e,0.0,0.0
12DGR140tipp,0.0,2.2950530365051236e-12
EX_phe__L_e,0.0,0.0
EX_14glucan_e,0.0,0.0
EX_pheme_e,0.0,0.0
EX_pi_e,-0.995424220987358,-0.9954242209873696
12DGR141tipp,0.0,8.135714324453147e-13
12DGR160tipp,0.0,4.618527782440651e-13
12DGR161tipp,0.0,1.3216094885137863e-12
EX_pnto__R_e,0.0,0.0
12DGR180tipp,0.0,5.258016244624741e-13
12DGR181tipp,0.0,-1.7985612998927536e-13
12PPDRtpp,0.0,0.0
12PPDStpp,0.0,0.0
EX_ppa_e,0.0,0.0
EX_ppal_e,0.0,0.0
EX_pppn_e,0.0,0.0
EX_ppt_e,0.0,0.0
EX_pro__L_e,0.0,0.0
14GLUCANtexi,0.0,0.0
14GLUCANabcpp,0.0,0.0
EX_progly_e,0.0,0.0
EX_15dap_e,0.0,0.0
EX_psclys_e,0.0,0.0
23DAPPAt2pp,0.0,0.0
EX_23camp_e,0.0,0.0
23PDE2pp,0.0,0.0
23PDE4pp,0.0,0.0
23PDE7pp,0.0,0.0
EX_23ccmp_e,0.0,0.0
23PDE9pp,0.0,0.0
2AGPA120tipp,0.0,5.262457136723242e-13
3HPPtpp,0.0,0.0
3NTD2pp,0.0,0.0
2AGPA140tipp,0.0,-1.4832579608992091e-13
3NTD4pp,0.0,0.0
EX_23cgmp_e,0.0,0.0
3NTD7pp,0.0,0.0
3NTD9pp,0.0,0.0
2AGPA141tipp,0.0,4.800604358479177e-13
2AGPA160tipp,0.0,7.965433868051264e-13
4PCPpp,0.0,0.0
2AGPA161tipp,0.0,2.473576898864849e-13
EX_23cump_e,0.0,0.0
2AGPA180tipp,0.0,-1.638689184346731e-13
2AGPA181tipp,0.0,3.9574593602154096e-13
2AGPE120tipp,0.0,-3.836930773104541e-13
2AGPE140tipp,0.0,3.9612757518625585e-13
5MTRtpp,0.0,0.0
AACTOOR,0.0,2.574385149500813e-12
AADDGT,0.0,0.0
AAMYL,0.0,0.0
2AGPE141tipp,0.0,7.016609515630989e-13
AAMYLpp,0.0,0.0
EX_23dappa_e,0.0,1.5850211768086986e-13
AB6PGH,0.0,0.0
ABTA,0.0,1.1404210908949608e-12
2AGPE160tipp,0.0,4.2454928461665986e-13
2AGPE161tipp,0.0,8.597567102697212e-13
2AGPEAT120,0.0,4.2454928461665986e-13
ABUTD,0.0,3.587130592563881e-13
EX_26dap__M_e,0.0,0.0
ABUTt2pp,0.0,1000.0
ACACT1r,0.36724050104650097,0.3672405010466062
2AGPEAT140,0.0,1.8811618929248652e-12
2AGPEAT141,0.0,1.2998491172311333e-12
2AGPEAT160,0.0,2.283728761653947e-12
ACACCT,0.0,0.0
2AGPEAT161,0.0,4.732214620162267e-12
EX_2ddglcn_e,0.0,2.1227464230832993e-13
2AGPEAT180,0.0,2.0805579481475434e-12
2AGPEAT181,0.0,1.7244192185295049e-12
2AGPGAT120,0.0,1.6440182548649318e-12
3KGK,0.0,0.0
3OAR140,0.08030831952748932,0.08030831952729661
3OAR141,0.0,0.0
2AGPGAT140,0.0,3.659295089164516e-13
2AGPGAT141,0.0,0.0
2AGPGAT160,0.0,7.389644451905042e-13
2AGPGAT161,0.0,4.9649173661237e-13
2AGPGAT180,0.0,0.0
2AGPGAT181,0.0,0.0
3OAR160,0.0,3.455014052633487e-13
3OAR161,0.0,-1.5705214906347464e-12
3OAR180,0.0,0.0
3OAR181,0.0,-3.0375701953744283e-13
3OAR40,0.0,0.0
3OAR60,0.0,0.0
2DGULRGx,0.0,0.0
3OAR80,0.0,0.0
2DGULRGy,0.0,0.0
3OAR100,0.0,-4.2810199829546036e-13
2DGULRx,0.0,0.0
EX_34dhpac_e,0.0,0.0
2DGULRy,0.0,0.0
2MAHMP,0.0,8.138945517977697e-13
4PCP,0.0,2.472293203492626e-13
3PEPTabcpp,0.0,1.400685123442713e-13
3AMACHYD,0.0,0.0
5DGLCNt2rpp,0.0,0.0
EX_3amp_e,0.0,0.0
4HTHRS,0.0,1.6839862837514374e-12
4PEPTabcpp,0.0,2.1548214601541105e-13
3OAS181,0.0,0.0
3HAD100,0.0,-1.262323578998803e-13
3HAD120,0.0,-3.5005331966431186e-13
3HAD180,0.0,-1.341149413747189e-13
5DGLCNR,0.0,0.0
EX_3cmp_e,0.0,0.0
5DOAN,0.00023218251302535329,0.00023218251302535329
3OAS100,0.0,-1.262323578998803e-13
3OAS120,0.0,-3.5005331966431186e-13
3OAS121,0.0,0.0
3OAS140,0.08030831952748932,0.08030831952737469
3HAD181,0.0,0.0
3HAD40,0.0,0.0
3HAD60,0.0,0.0
3HAD80,0.0,0.0
3OAS141,0.0,0.0
3OAS160,0.0,6.500355809180292e-13
EX_3gmp_e,0.0,0.0
3OAS161,0.0,-2.666755705149626e-13
3OAS180,0.0,-2.2470914018413168e-13
ACALDtpp,-2.1671553440683056e-13,0.0
ACGAL1PPpp,0.0,0.0
ACGAM1PPpp,0.0,0.0
3OAS60,0.0,0.0
EX_3hcinnm_e,0.0,0.0
AACPS1,0.0,1.681321748492337e-12
A5PISO,0.04015415976374466,0.040154159763744396
ACONIs,0.0,0.0
ACOLIPAabctex,0.0,0.0
AACPS2,0.0,1.6351364706679306e-12
ACACt2pp,0.0,0.0
AACPS3,0.13170217676547363,0.13170217676500418
EX_3hpp_e,0.0,0.0
AACPS4,0.1552300047526482,0.15523000475352156
ACALD,-1.0036416142611415e-12,3.767652856367931e-12
ACANTHAT,0.0,0.0
AACPS5,0.0,1.3526957332032907e-12
EX_3hpppn_e,0.0,0.0
AACPS6,0.0,1.8838264281839656e-12
AACPS7,0.08030831952553533,0.08030831952821238
AACPS8,0.0,9.272582701669307e-13
ACBIPGT,0.0,3.588240815588506e-13
ACCOAL,-2.042810365310288e-13,1000.0
ACGAMK,0.0,-4.795296104642688e-13
ACGAMT,0.0,0.0
ACACT2r,0.36724050104635575,0.36724050104635
ACACT3r,0.36724050104635575,0.36724050104650097
ACt2rpp,-1000.0,0.0
ADNUC,0.0,-3.609557097661309e-12
ACACT4r,0.3672405010463661,0.36724050104650097
EX_3ump_e,0.0,0.0
ACACT5r,0.36724050104572314,0.36724050104650097
ACACT6r,0.28693218151811994,0.2869321815190101
ACACT7r,0.28693218151929945,0.28693218151901123
AGM4PCPpp,0.0,-4.4581525970865954e-13
AGM4PCP,0.0,-2.9391072908779847e-13
ACACT8r,0.0,-4.707345624410664e-13
AHCYSNS,0.00046230118149044846,0.0004623011814869597
EX_4abut_e,0.0,-2.185751579730777e-13
ACt4pp,0.0,1000.0
ACCOAC,0.08031451106116999,0.08031451105898146
ACGK,0.30523435507909025,0.3052343550755605
ADOCBIK,0.0,-1.5329959524024162e-12
ACS,0.0,996.4702283190226
EX_4hoxpacd_e,0.0,0.0
ACPPAT181,0.0,2.752020833440838e-12
ACMANAptspp,0.0,0.0
ACGS,0.30523435507909025,0.30523435508678176
ACGAptspp,0.0,0.0
ACPS1,0.0,0.0
ACSERtpp,0.0,4.2232883856740955e-13
EX_5dglcn_e,0.0,6.384892614619275e-13
ADA,0.0,2.1505055765660974e-12
ADCL,0.0006903560053954649,0.0006903560053955482
ADD,0.0,-5.978091394305551e-12
ADCS,0.0006903560053954649,0.0006903560053955482
ADK1,-1000.0,1000.0
ADEt2rpp,4.878443027149515e-13,0.0
ADK3,-1000.0,999.1841364472576
ACMAMUT,0.0,0.0
ACNAMt2pp,4.619638005465276e-13,0.0
ACKr,-995.8690551647372,0.6011731542497287
ACHBS,0.29980334811885717,0.2998033481186371
ACLS,0.9021776599118343,0.902177659911787
ACM6PH,-1.1700362900768368e-13,-7.420591918716468e-13
ACMUMptspp,-1.1700362900768368e-13,0.0
ACNML,0.0,0.0
ADK4,1.801936377887614e-11,0.0
ADNK1,0.0,0.0006944836877380567
ADMDC,0.0,0.0
ADNCYC,0.0,-7.389644451905042e-12
ACOAD2f,-0.36724050104777445,-0.36724050104783984
ADNt2pp_copy2,-1000.0,0.0
ACOAD3f,-0.36724050104650097,-0.36724050104783984
ADNt2pp_copy1,0.0,1000.0
EX_5mtr_e,0.0,0.0
ADNtex,-6.821210263296962e-13,0.0
ADOCBLS,0.0,0.0
ACOAD4f,-0.3672405010465011,-0.3672405010487987
ACOAD5f,-0.3672405010465011,-0.36724050105051753
ACOAD6f,-0.28693218151925387,-0.28693218152273686
ACOAD7f,-0.13170217676622128,-0.13170217677102455
ADOCBLabcpp,0.0,-3.637978807091713e-12
ADPT,0.0,0.0006944836873293558
ACOAD8f,0.0,-2.171596236166806e-12
ADOCBLtonex,0.0,0.0
ADPRDP,0.0,-1.8123280653981055e-12
ADSK,0.255784639416091,0.25578463941547525
ADSL1r,0.3085829428775879,0.3085829428724356
ACOAD1f,-0.36724050104784567,-0.367240501048225
ACOATA,3.3304803359612833e-11,-1.723954312637943e-12
ACODA,0.30523435507909025,0.3052343550766965
ACONMT,0.0,0.0
ACPPAT120,0.0,-7.162187509734963e-12
ADSL2r,0.4623166603254658,0.4623166603241146
ADSS,0.30858294287879895,0.3085829428801379
ACOTA,-0.3052343550953083,-0.30523435507909025
AGDC,-7.958078640513122e-13,-1.5102329109506485e-12
ACONTa,5.3151487675575035,5.315148767494785
EX_LalaDglu_e,0.0,0.0
ACONTb,5.3151487675575035,5.315148767494785
ACPPAT140,0.0,-1.4097167877480388e-11
ACPPAT141,0.0,-7.389644451905042e-12
AGM3PA,0.0,-7.551164554753242e-13
AGM4PA,0.0,-7.351601966076871e-13
AGM3PApp,-4.94552454544106e-11,-6.829675713859729e-13
AGM4PApp,0.0,-6.893374759897597e-13
ACPPAT160,0.0,0.06585108837595251
ACPPAT161,0.0,0.07761500237908567
ACPPAT180,0.0,-7.389644451905042e-12
AGM4PH,0.0,-7.351601966076871e-13
EX_LalaDgluMdap_e,0.0,0.0
AGM3PH,0.0,-7.551164554753242e-13
AGMH,0.0,-7.551164554753242e-13
EX_LalaDgluMdapDala_e,0.0,0.0
AGM4Pt2pp,0.0,-7.307193045091864e-13
ALAt2pp_copy2,-1000.0,0.0
EX_LalaLglu_e,0.0,0.0
ALDD4,0.0,0.0
AOBUTDs,0.0,-1.9922952176898434e-11
AM4PCP,0.0,-7.351601966076871e-13
ALCD2x,-4.376055073862517e-12,0.0
AM4PA,0.0,-7.351601966076871e-13
AGM3Pt2pp,0.0,-7.551164554753242e-13
AGMt2pp,0.0,-6.829675713859729e-13
AGMHE,0.0,0.0
AGMT,0.0,6.624700787938309e-13
AGPAT120,0.0,1.5347723092418164e-12
AGPAT140,0.0,-3.694822225952521e-12
AGPR,-0.3052343550813248,-0.30523435507909025
AICART,0.5600789132979527,0.5600789132973175
AGt3,0.0,0.0
AM3PA,0.0,1.199040866595169e-13
ALAGLUE,0.0,0.0
AIRC2,0.46231666032467467,0.4623166603247055
ALAALAr,0.028675056319771186,0.02867505631992863
AIRC3,-0.4623166603246899,-0.462316660324657
ALAabcpp,0.0,1.3100631690576847e-12
AKGDH,4.205634187300456,4.205634187305092
EX_ac_e,0.0,2.2920554343386357e-13
AKGt2rpp,0.0,0.0
ALAALAabcpp,0.0,1.199040866595169e-13
ALAR,0.04301258447965681,0.04301258448327577
ALATA_L,-1000.0,998.9634154950256
ALATA_D2,0.0,6.252776074688882e-12
ALATA_L2,0.0,6.252776074688882e-12
EX_acac_e,0.0,2.4580337765200966e-13
ALAt2pp_copy1,0.0,1000.0
EX_acald_e,0.0,3.694822225952521e-13
ALAt4pp,0.0,1000.0
ALCD19,-1.145195049900849e-13,0.0
ALDD2y,0.0,2.943423282886215e-12
ALDD3y,0.0,4.623856852958852e-12
ALLK,0.0,0.0
ALLPI,0.0,0.0
ALLTAMH,0.0,4.1255887595070817e-13
ARBTNR1,0.0,7.140954494389007e-13
ARBTNR2,0.0,6.146194664324867e-13
ARBTNR3,0.0,7.247535904753022e-13
ARBTNexs,0.0,1.4495071809506044e-12
ARBTNtex,0.0,1.4495071809506044e-12
ARBTNtonex,0.0,1.4495071809506044e-12
ARBTNtpp,0.0,1.4495071809506044e-12
ASNabcpp,0.0,4.458655666894629e-12
ALLTN,0.0,4.1255887595070817e-13
ALLTNt2rpp,-1.847966224488573e-13,0.0
ALLULPE,0.0,0.0
ALLabcpp,0.0,0.0
ALR4x,0.0,2.2115642650533118e-13
ASPt2pp_copy2,-1000.0,3.48801543204047e-12
EX_acgal_e,0.0,1.4654943925052066e-13
APH141,0.0,4.285460875053104e-12
APH160,0.0,2.8956004261004864e-12
ALR2,0.0,2.6911806116913795e-13
ALPATE160pp,0.0,0.0
ALPATG160pp,0.0,0.0
ARBt2rpp,-3.518962898851896e-12,4.014122367834716e-12
EX_acgal1p_e,0.0,0.0
ASNNpp,0.0,1.964789442254755e-12
APPLDHr,0.0,0.0
ALTRH,0.0,0.0
AMALT1,0.0,0.0
AMALT2,0.0,0.0
APH161,0.0,3.2620017798024037e-12
AMALT3,0.0,0.0
APH180,0.0,2.6503244043851737e-12
AMALT4,0.0,0.0
EX_acgam_e,0.0,0.0
AMANAPEr,0.0,0.0
AMANK,0.0,0.0
AMAOTr,2.0638445602253623e-06,2.0638445602253623e-06
AMMQLT8,0.0,0.0
AMPMS2,0.00023011866846512792,0.00023011866848486292
AMPN,0.0,1.842843694484231e-12
ANHMK,0.0,2.916417107812208e-13
APH181,0.0,2.154720846192504e-12
APRAUR,0.0004602373369302459,0.0004602373369302459
ARAI,0.0,0.0
ARBt3ipp,0.0,4.157119093406436e-12
ARBabcpp,0.0,2.615685446016869e-12
ARBTNabcpp,0.0,9.023892744153272e-13
ARBTptspp,0.0,0.0
ARGAGMt7pp,-1000.0,1000.0000000000051
ARGDC,0.0,6.572520305780927e-13
ARGDCpp,0.0,6.821210263296962e-13
ARGORNt7pp,-1000.0,1000.0000000000048
ANPRT,0.0,0.0
AMPTASECG,0.0,9.343636975245317e-13
AMPTASEPG,0.0,0.0
AOXSr2,2.0638445602253623e-06,2.0638445847725004e-06
ANS,0.0,0.0
ARGSL,0.30523435507905106,0.3052343550811436
ARGSS,0.30523435507905106,0.3052343550811436
AP4AH,0.0,2.4624746686185972e-12
ARGTRS,0.0,0.0
EX_acgam1p_e,0.0,0.0
ARGt3pp,0.0,4.666933506314308e-12
ARGabcpp,0.0,2.367883666920534e-12
ASAD,-1.1032033435349131,-1.103203343533745
AP5AH,0.0,0.0
AP4AS,0.0,2.901234807950459e-12
APCS,0.0,0.0
APG3PAT120,0.0,1.3101048024211082e-12
APG3PAT140,0.0,1.113775738303957e-12
APG3PAT141,0.0,1.4948042803553108e-12
APH120,0.0,3.658490177471663e-12
ASCBPL,-1.9129142714291447e-13,0.0
ASCBptspp,-1.9129142714291447e-13,0.0
ASNN,0.0,2.957772915479495e-12
ASNS1,0.0,3.198691311823154e-12
ASNS2,0.24875002522855844,0.24875002523552014
ASNTRS,0.0,0.0
APH140,0.0,3.1388225352202426e-12
EX_acmana_e,0.0,1.1146639167236572e-13
ASNt2rpp,-5.044853423896711e-12,0.0
ASP1DC,0.0005943872333453726,0.0005943872333453726
ASPK,1.103203343533745,1.1032033435349384
CITt3pp,0.0,8.122336137006414e-12
ASPCT,0.3413547306498744,0.34135473065012967
ASPO3,0.0,2.2624679907323753e-12
ASPO4,0.0,2.27018404075352e-12
ASPO5,0.0,2.263078613395919e-12
ASPO6,0.002350718950937164,0.0023507189540978857
ASPT,0.0,1.1012524225861853e-11
ASPTA,-3.021137189132131,-3.0211371891179857
ATPHs,0.0,1.8938739465568233e-12
ATPM,3.15,3.1500000000029758
BTNt2ipp,0.0,0.0
CBMD,0.0,1.3599191217572582e-13
CDGS,0.0,0.0
BUTt2rpp,0.0,0.0
BUTCT,0.0,0.0
ASPTRS,0.0,0.0
ASPt2_2pp,0.0,6.5991656583719305e-12
ASPabcpp,0.0,4.021671884402167e-12
ASPt2pp_copy1,0.0,1000.0
ASPt2_3pp,0.0,6.252776074688882e-12
AST,0.0,7.87370169064161e-13
CBIuabcpp,0.0,0.0
CBL1abcpp,0.0,0.0
CGLYabcpp,0.0,8.384404281969182e-13
BALAt2pp,0.0,0.0
CBL1tonex,0.0,0.0
CBItonex,0.0,1.2878587085651816e-13
ASR,0.0,0.0
CLPNH120pp,0.0,1.1226575225009583e-12
ATHRDHr,-1.510613856225973e-11,0.0
ATPPRT,0.0977622529733152,0.09776225297345498
ATPS4rpp,58.72667837583926,58.72667837587382
BETALDHx,0.0,1.389643955462816e-11
CLPNH140pp,0.0,3.75877107217093e-12
BETALDHy,0.0,0.0
BWCOS,0.0,0.0
CYSDabcpp,0.0,0.0
CYSabcpp,0.0,3.47455397786689e-12
BMOCOS,0.0001258945181737471,0.00012589451817374722
DADNtex,0.0,0.0
BPNT,0.2557846394160397,0.25578463941651175
CLPNH141pp,0.0,7.931433287922118e-13
BTS5,2.0638445602253623e-06,2.0638445763622154e-06
CA2t3pp,0.0,999.994628844532
